Tenure_Length,Random-Agent,Fixed-Agent,Vote-Agent,Crowd-Agent
10,2.0153519421899913,1.4708950453672962,1.6700864873683239,2.044061629309206
20,1.9690967834282085,1.112306637896807,1.3699933029230182,2.0059232161049025
30,1.9312373312272666,0.8860882444545904,1.202217150453876,1.9713989571968051
40,1.8933834306788417,0.761959354476656,1.1018405083861493,1.927980466372877
50,1.8682981046032587,0.6422474780439398,0.98164539862032,1.884256505964821
60,1.8498886461883584,0.572051413555147,0.9185919269785838,1.8471691173963398
70,1.8310736189923793,0.513069563805359,0.8556597896308601,1.800028082832167
80,1.8251321771693454,0.44531410409024313,0.7655477998366467,1.7638722170880219
90,1.8117026580112476,0.4006018026810432,0.7289072466355361,1.720226559597648
100,1.7934826709497949,0.37745172450131403,0.7183175094023935,1.6497198625893992
110,1.7866527888233112,0.3550213412344139,0.6489380040879401,1.6250687374005388
120,1.7672471349390142,0.309724569703197,0.6669753117041645,1.5890594009342296
130,1.7661883382155819,0.2711738033707421,0.6294281227165633,1.5575019080483365
140,1.779138007286584,0.27159923709900796,0.5490357429023754,1.5129418344349246
150,1.7636503789846418,0.24410305903349286,0.5578818423932176,1.4773738974795672
160,1.7534007083854724,0.26776821794953465,0.5437570563532191,1.4413406593576905
170,1.7413246157013706,0.22111518706591973,0.5051976473802996,1.38487448461709
180,1.7445846770651123,0.23650265964928815,0.5132977653514198,1.3894508449661844
190,1.7631614643622195,0.20802646891730828,0.4722102803532077,1.3570846654672202
200,1.7362625532766736,0.19094208004232857,0.44658985173304433,1.3023684954805186
210,1.7187357660829496,0.18056504781393204,0.44081302510826426,1.286962393578857
220,1.7396421021941728,0.18429161982471282,0.4402417114460067,1.2618818420934061
230,1.729943154344374,0.17290847410432886,0.41461738532005593,1.250108596525887
240,1.72262461991027,0.16363255894533524,0.3799763142712597,1.1930902424931724
250,1.7101905856756345,0.13611533926306996,0.35647880634905765,1.1423440744643618
260,1.7140000200909187,0.14033568486721498,0.3607247042745461,1.1469392587383997
270,1.7106192120239183,0.14735565312742677,0.3894817191084818,1.1233057839786664
280,1.7185275163483125,0.13917649134892007,0.37586530715900757,1.1282621972742324
290,1.711379206241065,0.14324233589526442,0.35083268295689024,1.0918720637359334
300,1.7028804777070463,0.13129918700390955,0.3369292143497976,1.0879499666230215
310,1.712676820630911,0.13309213440305342,0.34196092016448937,1.0509023009633767
320,1.705194092239352,0.10243292119293908,0.319177534803862,1.0318691925647476
330,1.7058561602525104,0.12579747884230766,0.33985382323376834,0.9694487652305067
340,1.680499653599616,0.11412094810763375,0.2803530787642524,0.9308705331107886
350,1.7229140975570434,0.10939207777022489,0.3125674956076219,0.9202731069313959
360,1.6847437163564947,0.12720191283986299,0.27836140506344464,0.9471974270436619
370,1.6910340105012844,0.1189554721632125,0.2735558470989802,0.9036657499848689
380,1.695716941604964,0.10335165270209606,0.29617502485013264,0.9259183887233478
390,1.6980723755055476,0.08415646107812509,0.2601641234655466,0.9177849119964078
400,1.7047018293477854,0.11259237551732111,0.2823825940585262,0.8871870807293412
410,1.6954998283953593,0.10779178310445987,0.2892487096031012,0.8987262811995057
420,1.6862202305775573,0.09489653906801143,0.22150827185943783,0.8651830716677047
430,1.7041967858233757,0.1120556459623292,0.2817696689788076,0.8370055402281418
440,1.722027228240706,0.09312099067776729,0.2269534694508599,0.8141745140568786
