Tenure_Length,Random-Agent,Fixed-Agent,Vote-Agent,Crowd-Agent
10,2.0528979417817155,1.886726275935359,1.951706628355984,2.0634028989431323
20,2.0340748576190473,1.7850611093268085,1.8803671506209945,2.049818450934346
30,2.024037785974984,1.7023597140203883,1.8134742529336187,2.0374468603981275
40,2.011477665473085,1.63646919831862,1.7572106544826571,2.020924706173315
50,2.0017679428297526,1.5470969510364032,1.746198216610901,2.011988121018946
60,1.9976109837477034,1.5404977450307014,1.7231180844108216,1.994364741213078
70,1.9905603767929636,1.5618117690143316,1.7275662100789615,1.9879402747894674
80,1.9912300012153843,1.513591333837894,1.6715988575517238,1.973666881303391
90,1.985257880270791,1.5419906176584601,1.6953300463598449,1.9584376458247965
100,1.974327891626583,1.459339339420012,1.6488306440907037,1.9473963244022705
110,1.9806794280314273,1.3922645298640823,1.6995393108892505,1.928726457713026
120,1.9822389240585174,1.4072170818142424,1.6747510150057017,1.92845933357332
130,1.9781836333018252,1.3589931010268286,1.6347576307860638,1.9129882166286816
140,1.9696213826592104,1.379827050695548,1.5697588643170521,1.9057009236713671
150,1.9697348536564292,1.4331817721892968,1.629474278458895,1.8961086170617159
160,1.9680990754847776,1.3716219606363729,1.6274606405638297,1.8870861692726448
170,1.9665270243827901,1.4967808904494928,1.6793197999215834,1.871348562848568
180,1.97201643161622,1.4639579352236598,1.668926789408896,1.8698690545568497
190,1.9626815335561967,1.3072104041496622,1.6243576961345436,1.854906027034512
200,1.9635598121888536,1.198740613529458,1.605472837954064,1.845236573421511
210,1.9686584508851181,1.1906875594956732,1.6400922138716647,1.8430793053265433
220,1.9663578812608125,1.3331331299318954,1.6482652200550316,1.8291670880522628
230,1.973459541584421,1.3440054515209174,1.659628609921163,1.8166055184443584
240,1.960379889358056,1.2331515971573048,1.5702700330251156,1.8198470535701974
250,1.9616586577397697,1.1421470949777848,1.622588543455306,1.7748789553355562
260,1.969327555211881,1.3423126173074342,1.6220207479889681,1.7720278861958687
270,1.9532516485221671,1.4622069434095395,1.635047453936986,1.788011153062004
280,1.9622548857734323,1.1940228982438708,1.6020018813835586,1.8072120227136657
290,1.9657424375707455,1.2325594105230973,1.5927172894400017,1.7983409764431044
300,1.960970450963132,1.188969865335368,1.5590353706946942,1.7562488312807243
310,1.9697192362506206,1.2880421412114338,1.5458466402923134,1.7641479505895667
320,1.951504509875841,1.2445615010474402,1.671845532386482,1.767023393816405
330,1.962443993246284,1.0957478520841617,1.5737346828007257,1.7448134696138118
340,1.9616923831360438,1.1998801693744379,1.568752043367119,1.7101873403285766
350,1.9592194936402567,1.340130366434198,1.6033621320811575,1.7291359332559362
360,1.9622223912911472,1.271262434494149,1.54402118169134,1.7077074578642153
370,1.9738746142303805,1.2883282263641767,1.5824627606268142,1.7024022841093376
380,1.960425272131105,1.4930928504622185,1.6037862647521848,1.7144826294355768
390,1.956083221849547,1.2013234242619861,1.6091609417527877,1.6966945220130953
400,1.9555836378862013,1.3584308244279741,1.651955191635356,1.6776266982076284
410,1.9473620829159457,1.0542648239372046,1.5239634490341345,1.7181625919029546
420,1.9634264523558635,1.2600024413412552,1.5209966333733875,1.6860490135491497
430,1.950583838478276,1.360417532331403,1.6067732476212506,1.6646532113100667
440,1.956493466960961,1.2970559000216997,1.6212581727893494,1.6700158752274636
450,1.9639892627782722,1.205676858532321,1.5384009117706043,1.6578655682562267
460,1.9509852219356703,1.2579842042256768,1.5743186696244322,1.6410882665961768
470,1.9526213876733267,1.07986777206376,1.513687765483579,1.6553989543187988
480,1.9550735977310325,1.1355422048416393,1.5781347228392777,1.6220087370711744
490,1.9397334095129815,1.3192967570949947,1.6188693288885052,1.6096120957392754
500,1.9639550005699686,1.287818312218138,1.5688711107917257,1.538276130436867
510,1.960028237664267,1.3898559150782652,1.6467392833549102,1.5952169886012622
520,1.9585350680644171,1.4015396967815148,1.6086854957756633,1.6052019499136896
530,1.964919143162331,1.3812626468382068,1.5591357613340646,1.572368018110484
540,1.9417563878241968,1.32996679523964,1.4527401495805083,1.5698209320455394
550,1.9639254673680033,1.3141400587782321,1.5410640628857517,1.5777207708599579
560,1.9612359478731165,1.302391476317404,1.621976077119861,1.5823976285184849
570,1.9622802676227653,1.4431400431450307,1.5478278418148597,1.6004302035725149
580,1.9467005626309408,1.3324745626653967,1.6556061064222194,1.5886790524716323
590,1.9629386599376686,1.1393247580253065,1.6255435350908845,1.6083047462646503
600,1.9585865253471906,0.9065132499412288,1.6073104287849544,1.5858845357479219
