Tenure_Length,Random-Agent,Fixed-Agent,Vote-Agent,Crowd-Agent
10,2.0331676276571526,1.7128620497224643,1.8346393452001206,2.0537246498185042
20,2.002094476464325,1.5019402638750892,1.6875154589767265,2.0273681753336854
30,1.9751318673172518,1.3142421339903863,1.5782584254607144,2.003252075996791
40,1.9584306336633905,1.2247591092365775,1.4922779785319775,1.9765763567375543
50,1.937629439685026,1.1852299970382119,1.440287461528935,1.9546699569303911
60,1.9312977665462034,1.086758033222373,1.413219678029941,1.929441445520495
70,1.9240954309731195,1.0035404275479025,1.3731656088572293,1.9060536648938813
80,1.9164335754525461,0.8916548460049636,1.376294168234909,1.888029350821859
90,1.9105848806585752,0.9644763884756751,1.3109568499157396,1.8586522376158994
100,1.889327599257759,0.9414726167361673,1.3247089901810962,1.8316254251903457
110,1.8968648459790922,0.8439988960399066,1.2558709445352954,1.8100403857919332
120,1.8930490372873001,0.8618553552024614,1.2800432378819222,1.8031799549118106
130,1.8924474713863677,0.841283614907588,1.232254995610781,1.7661199868575108
140,1.8798465281484205,0.8410202771640405,1.2526266833328075,1.7427684326341386
150,1.8828099821463404,0.8726607191942627,1.2552718348704759,1.7273680933333653
160,1.8807409464318092,0.8573381668832528,1.186878913525443,1.7147271204362278
170,1.880303448162273,0.7846155390255188,1.2253102603809203,1.6694470053031791
180,1.8700887643707635,0.8042910373928862,1.2357762570885669,1.6817058568272503
190,1.8712326318843095,0.9351041556167266,1.1624651575527927,1.660651747856067
200,1.8680556366454597,0.6963039921562082,1.2806717332472806,1.614430794470029
210,1.8705174926213937,0.8097079255549988,1.1253069632078114,1.6237233494525252
220,1.867067750367242,0.7257217797112697,1.2073115185836305,1.6146735027162356
230,1.846557542812302,0.7395420830755338,1.1061799759008573,1.5887411553945427
240,1.87195871392565,0.7024679465185185,1.0861351497912641,1.5419005185454393
250,1.8627198357174697,0.6278151829125957,1.2120185233360017,1.4940562131092368
260,1.8699541258001273,0.7079644791200309,1.1760926083443368,1.5407899953900317
270,1.8641273879928997,0.9052064559093104,1.0414204714496214,1.5189344695570033
280,1.8660723077304646,0.620539540213307,1.1791412038969737,1.536543060587117
290,1.8486421797373447,0.7631767396066775,1.1160463018085698,1.4838614441529592
300,1.8528263168994052,0.6832378442894973,1.127520819724614,1.4735195430294663
310,1.8605581525345491,0.8081121557397013,1.1154110710430312,1.4582914227606816
320,1.8560667492895186,0.6940921719698259,1.192183252834601,1.4270092240656627
330,1.849725527581947,0.6593354581909738,1.1249221824213511,1.3939930203695816
340,1.8310562015044087,0.4707267049296199,1.109042898600836,1.3773341984469765
350,1.8503656406309936,0.6249639778646612,1.1227642772563322,1.38470841184813
360,1.8690098858349657,0.9746428834419848,1.2041281637942782,1.3784410160701979
370,1.869935618057534,0.7552054264910978,1.1139658295901458,1.370268762570783
380,1.8601512734937236,0.694146849465769,1.128883507955576,1.3594372040438703
390,1.856199498077622,0.7295392378515815,1.0198633907601158,1.3328790264261487
400,1.8438078840010375,0.8202339312090178,1.0633873320015914,1.3519790501882172
410,1.848659587460368,0.758717526021737,1.0918241352330382,1.3391272939911507
